id,source,type,name,first_name,second_name,third_name,father_name,last_name,title,program,function,summary,url,gender,listed_at,updated_at,timestamp
un-sc-sanctions.111641,un-sc-sanctions,individual,زكي عزت زكي احمد,ZAKI,EZAT,ZAKI,,,,Al-Qaida (QDi.193),,"Father’s name is Ahmed Ezat Zaki. Member of Egyptian Islamic Jihad
            (QDe.003). Review pursuant to Security Council resolution 1822 (2008) was concluded on 1
            Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4514888",,,2005-09-29,2011-12-13,2018-01-13T13:40:49.082776
un-sc-sanctions.2981584,un-sc-sanctions,individual,احمد جان وزیر اختر محمد,AHMED JAN,WAZIR,AKHTAR MOHAMMAD,,,,Taliban (TAi.159),"Official of the Ministry of Finance during the Taliban
            regime","Key commander of the Haqqani Network (TAe.012), which is based in
            Afghanistan/Pakistan border area. Acts as deputy, spokesperson and advisor for Haqqani
            Network senior leader Sirajuddin Jallaloudine Haqqani (TAi.144). Liaises with the
            Taliban Supreme Council. Has travelled abroad. Liaises with and provides Taliban
            commanders in Ghazni Province, Afghanistan, with money, weapons, communications
            equipment and supplies. Reportedly deceased as of 2013. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4678368",,,2012-01-06,2013-12-31,2018-01-13T13:40:49.117922
un-sc-sanctions.2945562,un-sc-sanctions,individual,ﺻﺍﻠﺡ ﻤﺣﻤﺩ ﻛﺍﻛﺭ اختر محمد,SALEH,MOHAMMAD,KAKAR,,,,Taliban (TAi.149),,"Has run an organized smuggling network in Kandahar and Helmand provinces,
            Afghanistan. Previously operated heroin processing laboratories in Band-e Temur,
            Kandahar Province, Afghanistan. Has owned a car dealership in Mirwais Mena, Dand
            District in Kandahar Province, Afghanistan. Released from custody in Afghanistan in
            February 2014. Linked by marriage to Mullah Ubaidullah Akhund Yar Mohammad Akhund
            (TAi.022). Belongs to Kakar tribe. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4652885",,,2010-11-04,2011-11-29,2018-01-13T13:40:49.153591
un-sc-sanctions.111205,un-sc-sanctions,individual,عبد الباری ﺁخوند,ABDUL BARI,AKHUND,,,,Maulavi,Taliban (TAi.094),Governor of Helmand Province under the Taliban regime,"Member of the Taliban Supreme Council as of 2009. Believed to be in
            Afghanistan/Pakistan border area. Belongs to Alokozai tribe. Member of Taliban
            leadership in Helmand Province, Afghanistan. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 1 Jun. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427430",,,2001-02-23,2003-09-03,2018-01-13T13:40:49.175815
un-sc-sanctions.111034,un-sc-sanctions,individual,عتیق الله آخوند,ATTIQULLAH,AKHUND,,,,Maulavi,Taliban (TAi.009),Deputy Minister of Agriculture under the Taliban regime,"Member of Taliban Supreme Military Council as well as Taliban Supreme
            Council as at June 2010. Belongs to Popalzai tribe. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 23 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427204",,,2001-02-23,2003-09-03,2018-01-13T13:40:49.198478
un-sc-sanctions.2981821,un-sc-sanctions,individual,محمد امان آخوند,MOHAMMAD,AMAN,AKHUND,,,,Taliban (TAi.158),,"Senior Taliban member as at 2011 with financial duties, including raising
            funds on behalf of the leadership. Has provided logistical support for Taliban
            operations and channeled proceeds from drug trafficking to arms purchases. Has acted as
            secretary to Taliban leader Mullah Mohammed Omar (TAi.004) and as his messenger at
            senior-level meetings of the Taliban. Also associated with Gul Agha Ishakzai (TAi.147).
            Member of Mullah Mohammed Omar’s (TAi.004) inner circle during the Taliban
            regime. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4665005",,,2012-01-06,2012-05-18,2018-01-13T13:40:49.225672
un-sc-sanctions.110577,un-sc-sanctions,individual,محمد حسن آخوند,MOHAMMAD,HASSAN,AKHUND,,,Mullah,Taliban (TAi.002),"First Deputy, Council of Ministers under the Taliban regime","A close associate of Mullah Mohammed Omar (TAi.004). Member of Taliban
            Supreme Council as at Dec. 2009. Belongs to Kakar tribe. Review pursuant to Security
            Council resolution 1822 (2008) was concluded on 21 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427207",,,2001-01-25,2003-09-03,2018-01-13T13:40:49.249508
un-sc-sanctions.110942,un-sc-sanctions,individual,محمد عباس آخوند,MOHAMMAD ABBAS,AKHUND,,,,Mullah,Taliban (TAi.066),Mayor of Kandahar under the Taliban regime,"Member of Taliban Supreme Council in charge of the Medical Committee as
            of Jan. 2011. Directly supervises three medical centers caring for wounded Taliban
            fighters as of mid-2013. Believed to be in Afghanistan/Pakistan border area. Belongs to
            Barakzai tribe. Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 29 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427417",,,2001-01-25,2003-09-03,2018-01-13T13:40:49.270094
un-sc-sanctions.111074,un-sc-sanctions,individual,محمد عیسی آخوند,MOHAMMAD ESSA,AKHUND,,,,Alhaj,Taliban (TAi.060),"Minister of Water, Sanitation and Electricity under the Taliban
            regime","Belongs to Nurzai tribe. Review pursuant to Security Council resolution
            1822 (2008) was concluded on 27 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427423",,,2001-01-25,2003-09-03,2018-01-13T13:40:49.297118
un-sc-sanctions.111148,un-sc-sanctions,individual,احمد جان آخوند زاده شكور آخوند زاده,AHMAD JAN,AKHUNDZADA,SHUKOOR,,,Maulavi,Taliban (TAi.109),"Governor of Zabol and Uruzgan Provinces under the Taliban
                regime","Taliban member responsible for Uruzgan Province, Afghanistan, as at early
            2007. Brother-in-law of Mullah Mohammed Omar (TAi.004). Believed to be in
            Afghanistan/Pakistan border area. Review pursuant to Security Council resolution 1822
            (2008) was concluded on 29 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4706028",,,2001-01-25,2003-09-03,2018-01-13T13:40:49.322777
un-sc-sanctions.111121,un-sc-sanctions,individual,احسان الله سرفدا حسام الدین آخوندزاده,EHSANULLAH,SARFIDA,HESAMUDDIN,,,Maulavi,Taliban (TAi.083),"Deputy Minister of Security (Intelligence) under the Taliban
                regime","As of mid-2007, he provided support to the Taliban in the form of weapons
            and money. Believed to be in the Gulf region. Belongs to Taraki tribe. Review pursuant
            to Security Council resolution 1822 (2008) was concluded on 23 Jul. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1427441",,,2001-02-23,2003-09-03,2018-01-13T13:40:49.350474
un-sc-sanctions.111145,un-sc-sanctions,individual,محمد اسحاق آخوند زاده,MOHAMMAD ESHAQ,AKHUNZADA,,,,Maulavi,Taliban (TAi.101),Governor of Laghman Province under the Taliban regime,"Taliban commander for Ghazni Province as at 2008. Belongs to Andar tribe.
            Review pursuant to Security Council resolution 1822 (2008) was concluded on 23 Jul.
            2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4665076",,,2001-02-23,2003-09-03,2018-01-13T13:40:49.381065
un-sc-sanctions.3002734,un-sc-sanctions,individual,جمال عكاشة,DJAMEL,AKKACHA,,,,,Al-Qaida (QDi.313),,"Father’s name is Slimane. Mother’s name is Akrouf Khadidja. Coordinator
            of groups associated with The Organisation of Al-Qaida in the Islamic Maghreb (QDe.014)
            in northern Mali. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5224629",,,2013-02-05,,2018-01-13T13:40:49.409379
un-sc-sanctions.6908395,un-sc-sanctions,individual,ABOU MOHAMED AL ADNANI,ABOU,MOHAMED,AL ADNANI,,,,Al-Qaida (QDi.325),,"Official spokesman of Islamic State in Iraq and the Levant (ISIL), listed
            as Al-Qaida in Iraq (QDe.115), and emir of ISIL in Syria, closely associated with Abu
            Mohammed al-Jawlani (QDi.317) and Abu Bakr al-Baghdadi, listed as Ibrahim Awwad Ibrahim
            Ali al-Badri al-Samarrai (QDi.299). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5809950",,,2014-08-15,,2018-01-13T13:40:49.451279
un-sc-sanctions.6908396,un-sc-sanctions,individual,HAJJAJ BIN FAHD,HAJJAJ,BIN,FAHD,,,,Al-Qaida (QDi.328),,"A Kuwait-based facilitator in charge of the ‘committee of zakat’ and
            financier for Al-Nusrah Front for the People of the Levant (QDe.137). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5809968",,,2014-08-15,,2018-01-13T13:40:49.471284
un-sc-sanctions.6908400,un-sc-sanctions,individual,ABDUL MOHSEN ABDALLAH IBRAHIM,ABDUL MOHSEN,ABDALLAH,IBRAHIM,,,,Al-Qaida (QDi.324),,"A long time facilitator and financier for Al-Qaida (QDe.004), appointed as a regional leader of Jabhat al-Nusrah, listed as Al-Nusrah Front for the People of the Levant (QDe.137). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5809944",,,2014-08-15,,2018-01-13T13:40:49.492341
un-sc-sanctions.2760967,un-sc-sanctions,individual,MOHAMMED AL GHABRA,MOHAMMED,AL GHABRA,,,,,Al-Qaida (QDi.228),,"Father’s name is Mohamed Ayman Ghabra. Mother’s name is Dalal. Review
            pursuant to Security Council resolution 1822 (2008) was concluded on 5 Oct.
            2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1475981",,,2006-12-12,2011-12-13,2018-01-13T13:40:49.559720
un-sc-sanctions.6908435,un-sc-sanctions,individual,عبد الله يحيى الحاكم,ABDULLAH,YAHYA,AL HAKIM,,,,Yemen (YEi.002),Huthi group second-in-command,Gender [Male]. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5837273,,,2014-11-07,2014-11-20,2018-01-13T13:40:49.626189
un-sc-sanctions.6908424,un-sc-sanctions,individual,ABDELRAHMAN MOUHAMAD ZAFIR AL DABIDI,ABDELRAHMAN,MOUHAMAD ZAFIR,AL DABIDI,,,,Al-Qaida (QDi.327),,"A member and regional commander of Jabhat al-Nusrah, listed as Al-Nusrah
            Front for the People of the Levant (QDe.137)and a facilitator of foreign recruits for
            that group. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5809958",,,2014-08-15,,2018-01-13T13:40:49.703124
un-sc-sanctions.690737,un-sc-sanctions,individual,AMID HUSAIN AL KUNI,AMID,HUSAIN,AL KUNI,,,Colonel,Libya (LYi.005),Governor of Ghat (South Libya),"Listed pursuant to paragraph 15 of resolution 1970 (Travel
            Ban).",,,2011-03-17,2014-09-26,2018-01-13T13:40:49.767018
un-sc-sanctions.690736,un-sc-sanctions,individual,QUREN SALIH QUREN,QUREN,SALIH,QUREN,,,,Libya (LYi.004),Libyan Ambassador to Chad,"Listed pursuant to paragraph 15 of resolution 1970 (Travel
            Ban).",,,2011-03-17,2015-03-26,2018-01-13T13:40:49.852221
un-sc-sanctions.6908121,un-sc-sanctions,individual,منير القبيسي,MUNIR,AL QUBAYSI,,,,,Iraq (IQi.074),,,,,2004-04-26,,2018-01-13T13:40:49.942848
un-sc-sanctions.6908477,un-sc-sanctions,individual,AMRU AL-ABSI,AMRU,AL-ABSI,,,,,Al-Qaida (QDi.361),,"Shura council member of Islamic State in Iraq and the Levant, listed as Al-Qaida in Iraq (AQI) (QDe.115) and in charge of ISIL’s media arm. ISIL’s provincial leader for Homs, Syrian Arab Republic as of mid-2014. Dubbed as the ISIL’s “kidnapper-in-chief”. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5896778",,,2015-09-29,,2018-01-13T13:40:50.024903
un-sc-sanctions.6908076,un-sc-sanctions,individual,محمود ذياب الأحمد,MAHMUD,DHIYAB,AL-AHMED,,,,Iraq (IQi.029),,,,,2003-06-27,,2018-01-13T13:40:50.080613
un-sc-sanctions.6908397,un-sc-sanctions,individual,SHAFI SULTAN MOHAMMED,SHAFI,SULTAN,MOHAMMED,,,Doctor,Al-Qaida (QDi.338),,"Fundraiser for Al-Nusrah Front for the People of the Levant (QDe.137).

 INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5818220",,,2014-09-23,,2018-01-13T13:40:50.139152
un-sc-sanctions.2797951,un-sc-sanctions,individual,حامد عبد الله أحمد العلي,HAMID,ABDALLAH,AHMAD,,,,Al-Qaida (QDi.236),,"Review pursuant to Security Council resolution 1822 (2008) was concluded
            on 14 Sep. 2009. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1518790",,,2008-01-16,2008-07-01,2018-01-13T13:40:50.194525
un-sc-sanctions.111734,un-sc-sanctions,individual,محرز بن محمود بن ساسي العمدوني,MEHREZ,BEN MAHMOUD,BEN SASSI,,,,Al-Qaida (QDi.092),,"Father’s name is Mahmoud ben Sasi. Mother’s name is Maryam bint
            al-Tijani. Inadmissible to the Schengen area. Review pursuant to Security Council
            resolution 1822 (2008) was concluded on 22 Apr. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1416963",,,2003-06-25,2004-11-26,2018-01-13T13:40:50.268298
un-sc-sanctions.6908537,un-sc-sanctions,individual,ABU UBAYDAH YUSUF AL-ANABI,ABU UBAYDAH,YUSUF,AL-ANABI,,,,Al-Qaida (QDi.389),,A leader of the Organization of Al-Qaida in the Islamic Maghreb (AQIM) (QDe.014). Photo available for inclusion in the INTERPOL-UN Security Council Special Notice. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/5930738,,,2016-02-29,,2018-01-13T13:40:50.342286
un-sc-sanctions.6908123,un-sc-sanctions,individual,أديب شعبـان العانــي,ADIB,SHABAN,AL-ANI,,,,Iraq (IQi.076),,,,,2004-06-02,,2018-01-13T13:40:50.404122
un-sc-sanctions.111735,un-sc-sanctions,individual,محمد بن بلقاسم بن عبد الله العوادي,MOHAMED,BEN BELGACEM,BEN ABDALLAH,,,,Al-Qaida (QDi.060),,Head of security wing of Ansar al-Shari'a in Tunisia (AAS-T) (QDe.143). Mother's name is Ourida Bint Mohamed. Deported from Italy to Tunisia on 1 Dec. 2004. Arrested in Tunisia in Aug. 2013. Imprisoned in the civilian prison of Burj al-‘Amiri on 13 Sep. 2013. Review pursuant to Security Council resolution 1822 (2008) was concluded on 22 Apr. 2010. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1122314,,,2002-04-24,2003-04-10,2018-01-13T13:40:50.447975
un-sc-sanctions.2962519,un-sc-sanctions,individual,إبراهيم حسن طالع العسيري,IBRAHIM,HASSAN,TALI,,,,Al-Qaida (QDi.291),,"Operative and principal bomb maker of Al-Qaida in the Arabian Peninsula
            (AQAP) (QDe.129). Believed to be hiding in Yemen as at Mar. 2011. Wanted by Saudi
            Arabia. Also associated with Nasir 'abd-al-Karim 'Abdullah Al-Wahishi (QDi.274), Qasim
            Yahya Mahdi al-Rimi (QDi.282), and Anwar Nasser Abdulla Al-Aulaqi (QDi.283). INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/4471886",,,2011-03-24,2014-04-15,2018-01-13T13:40:50.521573
un-sc-sanctions.2913655,un-sc-sanctions,individual,انور ناصر عبدالله العولقي,ANWAR,NASSER,ABDULLA,,,,Al-Qaida (QDi.283),,Confirmed to have died on 30 Sep. 2011 in Yemen. INTERPOL-UN Security Council Special Notice web link: https://www.interpol.int/en/notice/search/un/1621291,,,2010-07-20,2011-11-30,2018-01-13T13:40:50.601205
un-sc-sanctions.6908100,un-sc-sanctions,individual,قائد حسين العوادي,QAID,HUSSEIN,AL-AWADI,,,,Iraq (IQi.053),,,,,2003-06-27,,2018-01-13T13:40:50.662401
