name,lastName,uri,imageUri,worthChange,age,source,industry,gender,country,timestamp,realTimeWorth,realTimeRank,realTimePosition
Lucy Stitzer,Stitzer,lucy-stitzer,no-pic-female,0,58,Cargill,Food and Beverage,F,United States,1516704901086,2072.273,1218,1220
Thomas Straumann,Straumann,thomas-straumann,thomas-straumann,-7.058,54,dental implants,Healthcare,M,Switzerland,1516704901086,2912.976,829,829
Katherine Tanner,Tanner,katherine-tanner,no-pic-female,0,62,Cargill,Food and Beverage,F,United States,1516704901086,2072.273,1218,1219
Glen Taylor,Taylor,glen-taylor,glen-taylor,0,76,printing,Service,M,United States,1516704901086,2455.423,1025,1025
Tung Chee Chen,Tung,tung-chee-chen,tung-chee-chen,-3.099,75,shipping,Logistics,M,Hong Kong,1516704901086,2875.813,847,847
Sunny Varkey,Varkey,sunny-varkey,sunny-varkey,0,60,education,Service,M,India,1516704901086,2493.98,1005,1005
Wong Luen Hei,Wong,wong-luen-hei,wong-luen-hei,-2.712,56,home building materials,Manufacturing,M,China,1516704901086,1891.806,1325,1325
Wong Man Li,Wong,wong-man-li,wong-man-li,202.195,52,furniture,Manufacturing,M,Hong Kong,1516704901086,2746.397,903,903
Wu Guangming,Wu,wu-guangming,wu-guangming,28.4,55,medical equipment,Healthcare,M,China,1516704901086,1869.313,1337,1337
Wu Xu,Wu,wu-xu,no-pic,0,54,real estate,Real Estate,M,St. Kitts and Nevis,1516704901086,1537.883,1564,1564
Luis Enrique Yarur Rey,Yarur Rey,luis-enrique-yarur-rey,no-pic,8.039,67,banking,Finance and Investments,M,Chile,1516704901086,2515.747,993,993
Yi Zheng,Yi,yi-zheng,no-pic,163.194,47,software,Technology,M,China,1516704901086,1810.359,1369,1369
Eddie & Sol Zakay,Zakay,eddie-sol-zakay,no-pic,0,67,real estate,Real Estate,M,United Kingdom,1516704901086,2754.053,899,899
Charles Zegar,Zegar,charles-zegar,no-pic,0,69,Bloomberg LP,Media & Entertainment,M,United States,1516704901086,2050.266,1239,1239
Zhang Guiping,Zhang,zhang-guiping,zhang-guiping,9.575,66,real estate,Real Estate,M,China,1516704901086,1520.017,1580,1580
Zhu Xingliang,Zhu,zhu-xingliang,zhu-xingliang,106.336,58,construction,Construction & Engineering,M,China,1516704901086,3008.394,799,799
Mohamed Al Fayed,Al Fayed,mohamed-al-fayed,mohamed-al-fayed,0,88,"retail, investments",Fashion & Retail,M,Egypt,1516704901086,1643.328,1478,1478
Syed Mokhtar AlBukhary,AlBukhary,syed-mokhtar-albukhary,syed-mokhtar-albukhary,64.279,66,"engineering, energy, construction",Diversified,M,Malaysia,1516704901086,2199.908,1150,1150
An Kang,An,an-kang,an-kang,-9.144,69,pharmaceuticals,Healthcare,M,China,1516704901086,1881.891,1333,1333
Louis Bacon,Bacon,louis-bacon,louis-bacon,0,61,hedge funds,Finance and Investments,M,United States,1516704901086,1650,1476,1476
Nicolas Berggruen,Berggruen,nicolas-berggruen,nicolas-berggruen,-0.378,56,investments,Finance and Investments,M,United States,1516704901086,1858.528,1347,1347
Thor Bjorgolfsson,Bjorgolfsson,thor-bjorgolfsson,thor-bjorgolfsson,11.606,50,investments,Diversified,M,Iceland,1516704901086,1421.091,1663,1663
Jaime Botin,Botin,jaime-botin-1,jaime-botin-1,26.64,81,banking,Finance and Investments,M,Spain,1516704901086,2444.488,1030,1030
Julio Bozano,Bozano,julio-bozano,julio-bozano,-0.788,81,banking,Finance and Investments,M,Brazil,1516704901086,1761.614,1392,1392
Cai Wensheng,Cai,cai-wensheng,no-pic,26.846,48,photo sharing app,Technology,M,China,1516704901086,2117.893,1189,1189
Chen Dejun,Chen,chen-dejun,no-pic,-2.827,47,package delivery,Logistics,M,China,1516704901086,1722.398,1417,1417
Chen Jinxia,Chen,chen-jinxia,no-pic-female,2.104,49,investments,Finance and Investments,F,China,1516704901086,2359.986,1071,1071
Chen Yung-Tai,Chen,chen-yung-tai,chen-yung-tai,-0.481,82,real estate,Real Estate,M,Taiwan,1516704901086,1942.368,1296,1296
Cho Tak Wong,Cho,cho-tak-wong,cho-tak-wong,27.722,71,auto parts,Manufacturing,M,Hong Kong,1516704901086,2678.852,929,929
Patokh Chodiev,Chodiev,patokh-chodiev,patokh-chodiev,0,65,"mining, metals",Metals & Mining,M,Belgium,1516704901086,1923.587,1308,1308
John Coates,Coates,john-coates,john-coates,0,48,online gambling,Gambling & Casinos,M,United Kingdom,1516704901086,2592.11,964,964
Mark Coombs,Coombs,mark-coombs,no-pic,-4.675,57,finance,Finance and Investments,M,United Kingdom,1516704901086,2337.396,1087,1087
Dulce Pugliese de Godoy Bueno,de Godoy Bueno,dulce-pugliese-de-godoy-bueno,no-pic-female,0,70,"hospitals, health care",Healthcare,F,Brazil,1516704901086,1912.187,1311,1311
James Dinan,Dinan,james-dinan,james-dinan,0,58,hedge funds,Finance and Investments,M,United States,1516704901086,1938,1301,1301
N. Murray Edwards,Edwards,n-murray-edwards,n-murray-edwards,-11.93,58,oil & gas,Energy,M,Canada,1516704901086,1950.295,1292,1292
Marcel Erni,Erni,marcel-erni,no-pic,-9.731,53,private equity,Finance and Investments,M,Switzerland,1516704901086,2532.323,987,987
Andre Esteves,Esteves,andre-esteves,andre-esteves,2.616,49,banking,Finance and Investments,M,Brazil,1516704901086,2452.348,1026,1026
Clement Fayat,Fayat,clement-fayat,no-pic,0,85,construction,Construction & Engineering,M,France,1516704901086,2585.284,968,968
Alexander Frolov,Frolov,alexander-frolov,alexander-frolov,-3.652,53,"mining, steel",Metals & Mining,M,Russia,1516704901086,2174.436,1167,1167
Alfred Gantner,Gantner,alfred-gantner,no-pic,-9.731,49,private equity,Finance and Investments,M,Switzerland,1516704901086,2470.464,1016,1016
Geng Jianming,Geng,geng-jianming,geng-jianming,231.028,55,real estate,Real Estate,M,China,1516704901086,2972.422,815,815
David Gottesman,Gottesman,david-gottesman,david-gottesman,24.584,91,investments,Finance and Investments,M,United States,1516704901086,2492.103,1006,1006
Allan Gray,Gray,allan-gray,allan-gray,0,80,money management,Finance and Investments,M,South Africa,1516704901086,1996.22,1269,1269
Jonathan Gray,Gray,jonathan-gray,jonathan-gray,12.423,47,investments,Finance and Investments,M,United States,1516704901086,2593.646,963,963
Esther Grether,Grether,esther-grether,no-pic-female,4.12,82,"art collection, Swatch",Fashion & Retail,F,Switzerland,1516704901086,1937.58,1302,1302
Gerry Harvey,Harvey,gerry-harvey,gerry-harvey,8.594,78,retail,Fashion & Retail,M,Australia,1516704901086,1770.278,1389,1389
Reed Hastings,Hastings,reed-hastings,reed-hastings,57.231,57,Netflix,Media & Entertainment,M,United States,1516704901086,2594.867,962,962
He Qiaonv,He,he-qiaonv,he-qiaonv,48.798,51,landscape architecture,Service,F,China,1516704901086,2377.978,1063,1063
Christoph Henkel,Henkel,christoph-henkel,christoph-henkel,14.72,59,consumer goods,Fashion & Retail,M,Germany,1516704901086,2141.069,1180,1180
Roberto Hernandez Ramirez,Hernandez Ramirez,roberto-hernandez-ramirez,roberto-hernandez-ramirez,2.002,75,banking,Finance and Investments,M,Mexico,1516704901086,1958.102,1289,1289
Hong Ra-Hee,Hong,hong-ra-hee,hong-ra-hee,-8.128,72,Samsung,Technology,F,South Korea,1516704901086,2540.414,981,981
Huang Hongyun,Huang,huang-hongyun,huang-hongyun,17.507,51,real estate,Real Estate,M,China,1516704901086,2075.507,1215,1215
Manuel Jove,Jove,manuel-jove,manuel-jove,0.697,76,real estate,Real Estate,M,Spain,1516704901086,2060.6,1232,1232
Erich Kellerhals,Kellerhals,erich-kellerhals,erich-kellerhals,,79,electronics retailer,Fashion & Retail,M,Germany,1515175727164,,,
Wolfgang Leitner,Leitner,wolfgang-leitner,wolfgang-leitner,17.037,64,engineering,Construction & Engineering,M,Austria,1516704901086,2040.022,1246,1246
Catherine Lozick,Lozick,catherine-lozick,no-pic-female,0,73,valve manufacturing,Manufacturing,F,United States,1516704901086,2255.947,1120,1120
Jeffrey Lurie,Lurie,jeffrey-lurie,jeffrey-lurie,0,66,Philadelphia Eagles,Sports,M,United States,1516704901086,2038,1248,1248
Yasseen Mansour,Mansour,yasseen-mansour,yasseen-mansour,0.171,56,diversified,Diversified,M,Egypt,1516704901086,1932.877,1305,1305
Harsh Mariwala,Mariwala,harsh-mariwala,harsh-mariwala,-6.866,66,consumer goods,Food and Beverage,M,India,1516704901086,2220.909,1134,1134
Craig McCaw,McCaw,craig-mccaw,craig-mccaw,-1.287,68,telecom,Telecom,M,United States,1516704901086,1745.207,1402,1402
Miao Shouliang,Miao,miao-shouliang,miao-shouliang,0,63,real estate,Real Estate,M,China,1516704901086,1967.52,1282,1282
Gail Miller,Miller,gail-miller,gail-miller,0,74,"basketball, car dealers",Sports,F,United States,1516704901086,1174.372,1890,1890
Patrice Motsepe,Motsepe,patrice-motsepe,patrice-motsepe,-2.448,55,mining,Metals & Mining,M,South Africa,1516704901086,2428.054,1037,1037
N.R. Narayana Murthy,Murthy,nr-narayana-murthy,nr-narayana-murthy,37.808,71,software services,Technology,M,India,1516704901086,2162.548,1172,1172
Prajogo Pangestu,Pangestu,prajogo-pangestu,prajogo-pangestu,25.43,73,petrochemicals,Diversified,M,Indonesia,1516704901086,2718.158,915,915
Florentino Perez,Perez,florentino-perez,florentino-perez,-4.858,70,construction,Construction & Engineering,M,Spain,1516704901086,2230.301,1130,1130
Heloise Pratt,Pratt,heloise-pratt,no-pic-female,-3.545,55,"manufacturing, investment",Manufacturing,F,Australia,1516704901086,2275.481,1109,1109
Jennifer Pritzker,Pritzker,jennifer-pritzker,jennifer-pritzker,0.339,67,"hotels, investments",Service,F,United States,1516704901086,1938.31,1300,1300
Linda Pritzker,Pritzker,linda-pritzker,linda-pritzker,0,64,"hotels, investments",Service,F,United States,1516704901086,1775,1383,1383
Antony Ressler,Ressler,antony-ressler,antony-ressler,65.97,56,finance,Finance and Investments,M,United States,1516704901086,2086.525,1209,1209
J. Joe Ricketts,Ricketts,j-joe-ricketts,j-joe-ricketts,25.684,76,TD Ameritrade,Finance and Investments,M,United States,1516704901086,2294.27,1100,1100
Stephen Rubin,Rubin,stephen-rubin,stephen-rubin,102.958,80,sports apparel,Fashion & Retail,M,United Kingdom,1516704901086,2042.541,1243,1243
Carlos Sanchez,Sanchez,carlos-sanchez,carlos-sanchez,0,56,generic drugs,Healthcare,M,Brazil,1516704901086,2565.024,973,973
T. Denny Sanford,Sanford,t-denny-sanford,t-denny-sanford,0,82,"banking, credit cards",Finance and Investments,M,United States,1516704901086,2177,1164,1164
Klaus-Peter Schulenberg,Schulenberg,klaus-peter-schulenberg,klaus-peter-schulenberg,-15.21,,ticketing service,Service,M,Germany,1516704901086,2363.585,1069,1069
Gerald Schwartz,Schwartz,gerald-schwartz,gerald-schwartz,-1.717,76,finance,Finance and Investments,M,Canada,1516704901086,1784.216,1380,1380
Helmut Sohmen,Sohmen,helmut-sohmen,helmut-sohmen,23.94,78,shipping,Logistics,M,Austria,1516704901086,1731.186,1409,1409
Kerry Stokes,Stokes,kerry-stokes,kerry-stokes,32.898,77,"industrial equipment, media",Diversified,M,Australia,1516704901086,3200.013,746,746
Sylvia Stroeher,Stroeher,sylvia-stroeher,no-pic-female,0,62,cosmetics,Fashion & Retail,F,Germany,1516704901086,2029.34,1252,1252
Sun Qinghuan,Sun,sun-qinghuan,no-pic,62.591,44,lighting,Technology,M,China,1516704901086,1812.196,1367,1367
Arvind Tiku,Tiku,arvind-tiku,arvind-tiku,0,47,"oil & gas, investments",Energy,M,India,1516704901086,2072,1222,1222
Torsten Toeller,Toeller,torsten-toeller,torsten-toeller,0,51,pet food,Fashion & Retail,M,Germany,1516704901086,2196.412,1152,1152
Wang Changtian,Wang,wang-changtian,wang-changtian,187.669,52,"TV, movie production",Media & Entertainment,M,China,1516704901086,2134.329,1184,1184
Urs Wietlisbach,Wietlisbach,urs-wietlisbach,urs-wietlisbach,-9.731,56,private equity,Finance and Investments,M,Switzerland,1516704901086,2470.464,1016,1017
Elaine Wynn,Wynn,elaine-wynn,elaine-wynn,149.878,75,"casinos, hotels",Gambling & Casinos,F,United States,1516704901086,2816.26,874,874
Amy Wyss,Wyss,amy-wyss,amy-wyss,0,47,medical equipment,Healthcare,F,United States,1516704901086,1961,1287,1287
Xiong Xuqiang,Xiong,xiong-xuqiang,xiong-xuqiang,-63.053,61,real estate,Real Estate,M,Hong Kong,1516704901086,2186.931,1155,1155
Jon Yarbrough,Yarbrough,jon-yarbrough,jon-yarbrough,0,60,video games,Gambling & Casinos,M,United States,1516704901086,1992,1273,1273
"Richard Yuengling, Jr.",Yuengling,richard-yuengling-jr,richard-yuengling-jr,0,74,beer,Food and Beverage,M,United States,1516704901086,1564.788,1535,1535
Aras Agalarov,Agalarov,aras-agalarov,aras-agalarov,0,62,real estate,Fashion & Retail,M,Russia,1516704901086,2093.256,1204,1204
Maurice Alter,Alter,maurice-alter,maurice-alter,0,92,real estate,Real Estate,M,Australia,1516704901086,1982.875,1277,1277
Roberto Angelini Rossi,Angelini Rossi,roberto-angelini-rossi,roberto-angelini-rossi,-36.929,69,"forestry, mining",Diversified,M,Chile,1516704901086,2513.722,994,994
Carol Jenkins Barnett,Barnett,carol-jenkins-barnett,no-pic-female,0,61,Publix supermarkets,Food and Beverage,F,United States,1516704901086,1534.56,1567,1567
Andrei Bokarev,Bokarev,andrei-bokarev,andrei-bokarev,0.323,51,"coal mining, machine building",Manufacturing,M,Russia,1516704901086,1855.608,1350,1350
Timothy Boyle,Boyle,timothy-boyle,timothy-boyle,7.491,68,Columbia Sportswear,Fashion & Retail,M,United States,1516704901086,2112.952,1192,1192
Norman Braman,Braman,norman-braman,norman-braman,0,85,"art, car dealerships",Automotive,M,United States,1516704901086,2646.606,940,940
Chang Yun Chung,Chang,chang-yun-chung,no-pic,-0.121,99,shipping,Logistics,M,Singapore,1516704901086,1917.478,1310,1310
Chen Xiaoying,Chen,chen-xiaoying,no-pic-female,-2.613,41,package delivery,Logistics,F,China,1516704901086,1592.621,1521,1521
Jack Cowin,Cowin,jack-cowin,jack-cowin,-2.672,75,fast food,Food and Beverage,M,Australia,1516704901086,1771.337,1386,1386
Cui Lijie,Cui,cui-lijie,no-pic-female,0,59,gambling,Gambling & Casinos,F,Hong Kong,1516704901086,1174.415,1889,1889
Ana Lucia de Mattos Barretto Villela,de Mattos Barretto Villela,ana-lucia-de-mattos-barretto-villela,no-pic-female,57.574,44,banking,Finance and Investments,F,Brazil,1516704901086,2205.589,1145,1145
Sanford Diller,Diller,sanford-diller,no-pic,0,90,real estate,Real Estate,M,United States,1516704901086,1665.102,1462,1462
Fritz Draexlmaier,Draexlmaier,fritz-draexlmaier,fritz-draexlmaier,0,,auto parts,Automotive,M,Germany,1516704901086,2186.026,1157,1157
Gabriel Escarrer,Escarrer,gabriel-escarrer,gabriel-escarrer,5.841,82,hotels,Service,M,Spain,1516704901086,1933.503,1303,1303
Yakir Gabay,Gabay,yakir-gabay,no-pic,0,51,real estate,Real Estate,M,Cyprus,1516704901086,2981.531,813,813
Harsh Goenka,Goenka,harsh-goenka,harsh-goenka,18.654,60,diversified,Diversified,M,India,1516704901086,2486.538,1009,1009
Suat Gunsel,Gunsel,suat-gunsel,suat-gunsel,0,65,"real estate, education",Real Estate,M,Cyprus,1516704901086,1861.9,1343,1343
He Simo,He,he-simo,no-pic,108.802,52,power supply manufacturer,Manufacturing,M,China,1516704901086,1143.502,1920,1920
John Kapoor,Kapoor,john-kapoor,john-kapoor,45.523,74,healthcare,Healthcare,M,United States,1516704901086,1943.514,1294,1294
Kim Beom-Su,Kim,kim-beom-su,kim-beom-su,-31.669,51,online services,Technology,M,South Korea,1516704901086,2892.183,840,840
Koo Bon-Moo,Koo,koo-bon-moo,koo-bon-moo,25.615,72,"electronics, chemicals, household products",Technology,M,South Korea,1516704901086,2524.202,992,992
Willibert Krueger,Krueger,willibert-krueger,no-pic,0,77,food processing,Food and Beverage,M,Germany,1516704901086,2244.911,1125,1125
Lim Oon Kuin,Lim,lim-oon-kuin,no-pic,0,74,oil trading,Energy,M,Singapore,1516704901086,1911.469,1312,1312
Lin Jianhua,Lin,lin-jianhua,lin-jianhua,-17.616,55,solar panel components,Manufacturing,M,China,1516704901086,1363.242,1715,1715
Aloke Lohia,Lohia,aloke-lohia,aloke-lohia,-13.555,59,petrochemicals,Manufacturing,M,India,1516704901086,3038.312,792,792
Miguel McKelvey,McKelvey,miguel-mckelvey,no-pic,0,43,WeWork,Real Estate,M,United States,1516704901086,1730,1410,1410
Gary Michelson,Michelson,gary-michelson,gary-michelson,0,69,medical patents,Healthcare,M,United States,1516704901086,1700,1435,1436
Nirav Modi,Modi,nirav-modi,nirav-modi,0,47,diamond jewelry,Fashion & Retail,M,India,1516704901086,1844.258,1354,1354
Mofatraj Munot,Munot,mofatraj-munot,mofatraj-munot,44.66,73,real estate,Real Estate,M,India,1516704901086,2573.075,970,970
Martin Naughton,Naughton,martin-naughton,martin-naughton,0,78,heating equipment,Manufacturing,M,Ireland,1516704901086,2335.378,1089,1089
Ranjan Pai,Pai,ranjan-pai,ranjan-pai,0,45,education,Service,M,India,1516704901086,1905.735,1315,1315
Tor Peterson,Peterson,tor-peterson,no-pic,-72.485,53,commodities,Metals & Mining,M,United States,1516704901086,2285.41,1105,1105
Matthias Reinhart,Reinhart,matthias-reinhart,matthias-reinhart,-12.652,58,finance,Finance and Investments,M,Switzerland,1516704901086,1959.141,1288,1288
Brian Roberts,Roberts,brian-roberts,brian-roberts,15.883,58,Comcast,Service,M,United States,1516704901086,2001.141,1266,1266
Vito Rodriguez Rodriguez,Rodriguez Rodriguez,vito-rodriguez-rodriguez,no-pic,0,79,processed milk,Diversified,M,Peru,1516704901086,1660.217,1466,1466
Daniel Roullier,Roullier,daniel-roullier,no-pic,,81,animal feed,Food and Beverage,M,France,1506115826051,,,
Dieter Schnabel,Schnabel,dieter-schnabel,dieter-schnabel,0,72,chemicals,Manufacturing,M,Germany,1516704901086,2357.123,1073,1073
Thaksin Shinawatra,Shinawatra,thaksin-shinawatra,thaksin-shinawatra,-9.063,68,investments,Finance and Investments,M,Thailand,1516704901086,1811.73,1368,1368
Shuai Fangwen,Shuai,shuai-fangwen,no-pic,,51,pharmaceuticals,Healthcare,M,China,1510749388913,,,
Peter Sondakh,Sondakh,peter-sondakh,peter-sondakh,2.253,67,investments,Finance and Investments,M,Indonesia,1516704901086,1901.885,1319,1319
Henry Swieca,Swieca,henry-swieca,henry-swieca,0,60,hedge funds,Finance and Investments,M,United States,1516704901086,1731.5,1408,1408
Katsumi Tada,Tada,katsumi-tada,katsumi-tada,0,72,real estate,Real Estate,M,Japan,1516704901086,1707.073,1430,1430
Hamdi Ulukaya,Ulukaya,hamdi-ulukaya,hamdi-ulukaya,0,45,Chobani yogurt,Food and Beverage,M,Turkey,1516704901086,1940.305,1299,1299
Masateru Uno,Uno,masateru-uno,no-pic,-35.94,70,drugstores,Fashion & Retail,M,Japan,1516704901086,1626.656,1487,1487
Sandro Veronesi,Veronesi,sandro-veronesi,sandro-veronesi,4.408,58,fashion,Fashion & Retail,M,Italy,1516704901086,2659.048,935,935
Jitendra Virwani,Virwani,jitendra-virwani,jitendra-virwani,0,51,real estate,Real Estate,M,India,1516704901086,2465.061,1022,1022
Christine Volkmann,Volkmann,christine-volkmann,no-pic-female,0,,auto parts,Automotive,F,Germany,1516704901086,1004.655,2017,2017
Todd Wagner,Wagner,todd-wagner,todd-wagner,0,57,online media,Media & Entertainment,M,United States,1516704901086,1631.83,1485,1485
Wang Jiufang,Wang,wang-jiufang,no-pic,-111.105,54,real estate,Real Estate,M,China,1516704901086,1970.827,1281,1281
Wang Laichun,Wang,wang-laichun,no-pic-female,-60.166,50,electronics components,Technology,F,China,1516704901086,2861.313,853,853
Wang Laisheng,Wang,wang-laisheng,no-pic,-60.166,53,electronics components,Technology,M,China,1516704901086,2847.391,859,859
Charlotte Colket Weber,Weber,charlotte-colket-weber,charlotte-colket-weber,3.175,75,Campbell Soup,Food and Beverage,F,United States,1516704901086,1607.339,1501,1501
Xiao Yongming,Xiao,xiao-yongming,no-pic,-2.479,53,fertilizer,Diversified,M,China,1516704901086,2169.303,1169,1169
Yu Minhong,Yu,yu-minhong,yu-minhong,-61.325,56,education,Service,M,China,1516704901086,2738.962,905,905
Zhu Baoguo,Zhu,zhu-baoguo,zhu-baoguo,74.589,55,pharmaceuticals,Healthcare,M,China,1516704901086,2156.322,1174,1174
Folorunsho Alakija,Alakija,folorunsho-alakija,folorunsho-alakija,0,67,oil,Energy,F,Nigeria,1516704901086,1556.23,1543,1543
Mohed Altrad,Altrad,mohed-altrad,mohed-altrad,0,69,"scaffolding, cement mixers",Construction & Engineering,M,France,1516704901086,1845.746,1353,1353
Joy Alukkas,Alukkas,joy-alukkas,joy-alukkas,0,61,jewelry,Fashion & Retail,M,India,1516704901086,1382.574,1696,1696
